FIPS,pm10,avg_temp,ped_E_RENTER,ped_E_MOBILE,ped_E_GROUPQ,RUCC_2023,asthma_rate,ped_TOTAL_HOUSING_VULN,loc_Metro,loc_Rural-Adjacent,loc_Rural-Isolated,County Name,ML_Predicted_Asthma,Residual,Abs_Error,Test_Predicted_Rate,Test_Abs_Error,Error_Percentage
45023,14.089913388653034,62.32314814814814,0.16481998185830832,0.15367369256897093,0.0032977187246560286,1,88.902428892,0.3217913931519353,True,False,False,chester,49.93249777498511,38.969931117014895,38.969931117014895,47.46883333330787,41.43359555869213,46.605695789286344
45021,13.658097559040353,61.254629629629626,0.17587960409252668,0.18215234653024912,0.009267471085409252,6,59.441192445,0.3672994217081851,False,True,False,cherokee,53.89199090520801,5.549201539791987,5.549201539791987,53.15007280755725,6.291119637442748,10.583770914864841
45019,16.140820584144645,67.16388888888889,0.15904874774426658,0.024736558218837024,0.011867097961573855,2,69.763291331,0.19565240392467748,True,False,False,charleston,71.35124893761036,-1.5879576066103596,1.5879576066103596,71.56095832431588,1.7976669933158718,2.576809320515904
45017,14.855471113335982,65.5101851851852,0.10302757158006363,0.17575291622481443,0.010908801696712619,2,66.474089027,0.2896892895015907,True,False,False,calhoun,63.50035853401489,2.973730492985112,2.973730492985112,63.34946900793302,3.124620019066988,4.700508220274897
45015,16.15778497626123,66.46851851851852,0.13081856773929354,0.08613785918201423,0.00962077352003959,2,70.687283491,0.22657720044134738,True,False,False,berkeley,72.31972251937643,-1.6324390283764245,1.6324390283764245,72.46275222170765,1.7754687307076438,2.5117229620709627
45013,15.916633911150244,68.13888888888889,0.08128342565189042,0.03709471196383521,0.016230947255641684,3,57.782006997,0.1346090848713673,True,False,False,beaufort,67.98483982020512,-10.20283282320512,10.20283282320512,70.6372039414668,12.85519694446679,22.247750835539897
45011,15.091072036963771,65.52870370370371,0.286218709146371,0.20006003970367503,0.01543431946932649,8,55.88577974,0.5017130683193725,False,True,False,barnwell,103.85581456496978,-47.97003482496978,47.97003482496978,111.26728035908208,55.38150061908208,99.09766111654163
45009,15.210333585818429,65.37222222222222,0.2222056945383517,0.19303583502366467,0.05262013873237673,9,86.394512959,0.46786166829439313,False,False,True,bamberg,87.76210035506702,-1.367587396067023,1.367587396067023,102.47248403570201,16.077971076702013,18.6099446898116
45007,14.979519220983212,62.73796296296296,0.1487636138955465,0.08628530412321338,0.007804315849277068,2,36.25476273,0.24285323386803695,True,False,False,anderson,52.368101370083195,-16.113338640083192,16.113338640083192,53.54502490050348,17.290262170503475,47.69100903864466
45005,15.330189817332831,65.74166666666667,0.26739006565093526,0.1961228787315744,0.06684751641273383,8,113.036493,0.5303604607952435,False,True,False,allendale,113.09952733525414,-0.06303433525414448,0.06303433525414448,112.99595673331494,0.04053626668505217,0.035861221105870804
45003,14.880897217242495,65.46481481481482,0.13924557176357136,0.10967026195872631,0.007842819157510235,2,33.24601509,0.2567586528798079,True,False,False,aiken,60.52379295208697,-27.27777786208697,27.27777786208697,62.4992174678418,29.253202377841802,87.9901013659854
45001,15.077089694440838,63.38425925925926,0.130467943907701,0.13491112465997562,0.019226854891661198,6,63.259784307,0.28460592345933783,False,True,False,abbeville,64.25139723162819,-0.9916129246281926,0.9916129246281926,64.35941912719642,1.099634820196421,1.738284175709308
